"GEO_ID","NAME","B25070_001E","B25070_001M","B25070_002E","B25070_002M","B25070_003E","B25070_003M","B25070_004E","B25070_004M","B25070_005E","B25070_005M","B25070_006E","B25070_006M","B25070_007E","B25070_007M","B25070_008E","B25070_008M","B25070_009E","B25070_009M","B25070_010E","B25070_010M","B25070_011E","B25070_011M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Less than 10.0 percent","Margin of Error!!Total!!Less than 10.0 percent","Estimate!!Total!!10.0 to 14.9 percent","Margin of Error!!Total!!10.0 to 14.9 percent","Estimate!!Total!!15.0 to 19.9 percent","Margin of Error!!Total!!15.0 to 19.9 percent","Estimate!!Total!!20.0 to 24.9 percent","Margin of Error!!Total!!20.0 to 24.9 percent","Estimate!!Total!!25.0 to 29.9 percent","Margin of Error!!Total!!25.0 to 29.9 percent","Estimate!!Total!!30.0 to 34.9 percent","Margin of Error!!Total!!30.0 to 34.9 percent","Estimate!!Total!!35.0 to 39.9 percent","Margin of Error!!Total!!35.0 to 39.9 percent","Estimate!!Total!!40.0 to 49.9 percent","Margin of Error!!Total!!40.0 to 49.9 percent","Estimate!!Total!!50.0 percent or more","Margin of Error!!Total!!50.0 percent or more","Estimate!!Total!!Not computed","Margin of Error!!Total!!Not computed"
"1500000US360610015013","Block Group 3, Census Tract 15.01, New York County, New York","391","124","0","11","0","11","41","47","59","53","41","46","119","106","18","29","0","11","94","66","19","30"
"1500000US360610015020","Block Group 0, Census Tract 15.02, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610015021","Block Group 1, Census Tract 15.02, New York County, New York","713","155","13","20","106","90","80","71","147","96","71","52","77","77","43","41","34","41","142","72","0","11"
"1500000US360610015022","Block Group 2, Census Tract 15.02, New York County, New York","1763","246","71","74","185","114","185","106","197","97","304","120","49","47","218","125","104","78","388","141","62","74"
"1500000US360610015023","Block Group 3, Census Tract 15.02, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610016001","Block Group 1, Census Tract 16, New York County, New York","1049","191","25","33","55","56","102","98","100","72","92","62","111","86","93","87","79","75","341","148","51","46"
"1500000US360610016002","Block Group 2, Census Tract 16, New York County, New York","272","105","104","89","0","11","16","23","11","18","47","45","0","11","38","50","0","11","56","50","0","11"
"1500000US360610016003","Block Group 3, Census Tract 16, New York County, New York","645","206","63","86","20","26","29","44","36","40","80","82","71","108","60","73","44","67","174","115","68","94"
"1500000US360610016004","Block Group 4, Census Tract 16, New York County, New York","456","142","0","11","30","35","104","93","23","37","22","35","17","28","3","30","53","62","195","127","9","15"
"1500000US360610016005","Block Group 5, Census Tract 16, New York County, New York","339","144","0","11","0","11","41","48","30","34","82","88","18","29","0","11","47","75","121","72","0","11"
"1500000US360610018001","Block Group 1, Census Tract 18, New York County, New York","433","129","96","81","94","84","27","30","34","52","0","11","60","60","33","52","0","11","60","49","29","47"
"1500000US360610018002","Block Group 2, Census Tract 18, New York County, New York","281","93","0","11","0","11","13","22","21","26","0","11","82","98","41","37","46","50","78","67","0","11"
"1500000US360610018003","Block Group 3, Census Tract 18, New York County, New York","680","168","136","102","81","80","79","70","76","67","56","56","52","84","35","56","20","34","145","109","0","11"
"1500000US360610018004","Block Group 4, Census Tract 18, New York County, New York","347","105","35","45","45","54","0","11","0","11","41","50","96","69","28","33","0","11","88","80","14","23"
"1500000US360610018005","Block Group 5, Census Tract 18, New York County, New York","356","134","0","11","125","105","0","11","35","39","16","27","31","48","0","11","69","71","73","66","7","13"
"1500000US360610018006","Block Group 6, Census Tract 18, New York County, New York","531","129","38","50","75","83","113","77","0","11","26","39","59","72","12","21","12","19","133","89","63","79"
"1500000US360610018007","Block Group 7, Census Tract 18, New York County, New York","359","120","0","11","58","75","0","11","50","44","75","64","0","11","16","25","7","10","153","99","0","11"
"1500000US360610020000","Block Group 0, Census Tract 20, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610020001","Block Group 1, Census Tract 20, New York County, New York","922","129","41","38","74","55","76","44","156","94","114","61","175","82","66","54","60","43","137","82","23","34"
"1500000US360610020002","Block Group 2, Census Tract 20, New York County, New York","743","119","35","30","64","54","108","75","59","42","135","73","98","57","64","48","8","14","129","79","43","50"
"1500000US360610020003","Block Group 3, Census Tract 20, New York County, New York","232","67","0","11","19","17","37","31","17","20","26","24","19","27","9","14","13","18","81","62","11","17"
"1500000US360610021001","Block Group 1, Census Tract 21, New York County, New York","987","168","415","120","112","68","89","74","140","73","45","43","20","25","27","30","15","23","107","79","17","28"
"1500000US360610021002","Block Group 2, Census Tract 21, New York County, New York","578","128","119","71","26","28","88","62","63","48","74","78","64","49","34","37","0","11","63","51","47","43"
"1500000US360610022011","Block Group 1, Census Tract 22.01, New York County, New York","934","160","15","24","73","76","44","44","125","98","56","55","74","71","168","130","103","76","132","100","144","128"
"1500000US360610022012","Block Group 2, Census Tract 22.01, New York County, New York","366","105","35","35","28","34","46","43","119","89","35","41","16","26","17","27","0","11","70","54","0","11"
"1500000US360610022013","Block Group 3, Census Tract 22.01, New York County, New York","583","132","0","11","66","76","126","93","78","68","66","50","11","17","20","31","68","75","148","98","0","11"
"1500000US360610022014","Block Group 4, Census Tract 22.01, New York County, New York","788","146","26","35","9","15","165","121","165","97","79","62","45","43","48","48","70","63","181","80","0","11"
"1500000US360610022021","Block Group 1, Census Tract 22.02, New York County, New York","938","86","54","41","45","41","40","29","85","56","86","41","161","86","22","21","145","59","263","84","37","28"
"1500000US360610024000","Block Group 0, Census Tract 24, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610024001","Block Group 1, Census Tract 24, New York County, New York","1475","141","89","77","178","105","85","62","172","108","205","100","213","107","191","131","165","104","140","85","37","39"
"1500000US360610024002","Block Group 2, Census Tract 24, New York County, New York","670","131","31","42","45","40","75","98","45","56","61","58","84","72","138","102","90","51","86","72","15","27"
"1500000US360610025000","Block Group 0, Census Tract 25, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610025001","Block Group 1, Census Tract 25, New York County, New York","1302","132","7","12","130","75","85","64","135","77","340","120","179","86","103","83","103","66","212","104","8","12"
"1500000US360610025002","Block Group 2, Census Tract 25, New York County, New York","200","118","89","114","0","11","0","11","63","52","8","13","40","36","0","11","0","11","0","11","0","11"
"1500000US360610025003","Block Group 3, Census Tract 25, New York County, New York","484","134","34","27","7","10","110","97","14","16","60","49","50","40","117","86","57","48","35","28","0","11"
"1500000US360610026011","Block Group 1, Census Tract 26.01, New York County, New York","626","103","33","33","81","52","58","48","118","65","105","61","44","40","37","38","64","47","61","38","25","39"
"1500000US360610026012","Block Group 2, Census Tract 26.01, New York County, New York","753","89","54","41","48","43","121","56","41","34","49","38","150","75","111","73","48","39","77","51","54","42"
"1500000US360610026021","Block Group 1, Census Tract 26.02, New York County, New York","710","139","46","36","46","43","77","68","160","83","42","48","80","71","0","11","51","65","194","107","14","22"
"1500000US360610026022","Block Group 2, Census Tract 26.02, New York County, New York","961","171","61","70","79","78","134","75","104","89","100","95","268","123","15","24","54","52","126","82","20","31"
"1500000US360610027001","Block Group 1, Census Tract 27, New York County, New York","259","58","76","43","22","28","3","6","12","13","7","8","0","11","32","35","10","14","66","36","31","29"
"1500000US360610028001","Block Group 1, Census Tract 28, New York County, New York","382","141","56","65","0","11","49","59","0","11","52","79","88","94","0","11","66","42","54","58","17","28"
"1500000US360610028002","Block Group 2, Census Tract 28, New York County, New York","674","155","66","76","33","37","43","65","46","43","166","107","89","63","0","11","18","28","213","123","0","11"
"1500000US360610028003","Block Group 3, Census Tract 28, New York County, New York","778","134","44","47","56","56","40","39","46","36","137","76","54","61","62","61","76","71","149","93","114","94"
